Date,Unique ID,Console,Game,# of Controllers,Time In,Time Out,Duration (minutes)
2024-11-17,239,Switch,Switch game,2,11:48,14:00,132
2024-11-17,11,PlayStation,Mortal Kombat 1,2,14:30,18:30,240
2024-11-17,240,PlayStation,Mortal Kombat XL,2,18:24,19:40,76
2024-11-17,189,Xbox,Call of Duty: Black Ops 3,4,18:30,19:46,76
2024-11-17,241,Switch,Switch game,2,18:44,19:25,41
2024-11-17,37,Switch,Switch game,4,19:44,20:16,32
2024-11-18,56,Switch,Switch game,2,12:27,12:50,23
2024-11-18,238,PlayStation,Spiderman 2,1,17:09,18:36,87
2024-11-20,66,Switch,Switch game,2,14:18,14:38,20
2024-11-20,143,Switch,Switch game,4,15:43,16:46,63
2024-11-20,242,Switch,Switch game,6,17:56,18:41,45
2024-11-20,189,Xbox,Call of Duty: Black Ops 3,3,18:20,18:57,37
2024-11-20,78,Switch,Switch game,2,19:03,22:00,177
2024-11-20,243,Xbox,Minecraft,2,20:46,22:00,74
2024-11-21,179,Switch,Switch game,4,11:55,12:37,42
2024-11-21,229,Switch,Switch game,4,12:52,14:04,72
2024-11-21,143,PlayStation,FIFA 23,2,13:19,14:56,97
2024-11-21,69,Xbox,Call of Duty: Black Ops 3,3,19:09,19:38,29
2024-11-21,96,Switch,Switch game,3,13:26,14:22,56
2024-11-21,231,Xbox,Madden 24,2,13:56,15:20,84
2024-11-21,211,Switch,Switch game,2,14:24,14:42,18
2024-12-01,68,Switch,Switch game,3,17:56,18:38,42
2024-12-01,62,Switch,Switch game,2,18:56,19:05,9
2024-12-02,74,Xbox,Jackbox Party Pack 7,1,15:07,17:47,160
2024-12-03,76,Switch,Switch game,4,10:02,11:51,109
2024-12-03,244,Switch,Switch game,4,13:51,15:20,89
2024-12-03,37,Switch,Switch game,3,18:37,19:28,51
2024-12-03,245,Xbox,FIFA 23,2,11:59,13:04,65
2024-12-03,130,PlayStation,FIFA 23,3,13:58,14:34,36
2024-12-03,61,Switch,Switch game,4,14:05,14:27,22
2024-12-04,246,,Unspecified,1,16:09,18:00,111
2024-12-04,24,PlayStation,Mortal Kombat 1,2,21:39,22:00,21
2024-12-05,247,Switch,Switch game,4,19:32,22:00,148
2024-12-06,37,Switch,Switch game,4,10:58,12:06,68
2024-12-06,248,PlayStation,Street Fighter V,2,11:35,12:00,25
2024-12-06,249,PlayStation,Mortal Kombat 1,3,12:10,12:37,27
2024-12-06,56,Switch,Switch game,2,12:25,12:53,28
2024-12-06,96,Switch,Switch game,2,12:53,13:31,38
2024-12-06,250,Xbox,Minecraft,2,12:59,14:01,62
2024-12-06,251,Switch,Switch game,4,13:34,14:11,37
2024-12-06,107,PlayStation,FIFA 23,4,13:37,14:40,63
2024-12-06,28,Switch,Switch game,4,20:15,23:12,177
2024-12-06,252,Xbox,Jackbox Party Pack 7,1,20:34,23:12,158
2024-12-06,253,Switch,Switch game,2,21:55,12:18,-577
2024-12-06,254,Switch,Switch game,4,22:41,12:18,-623
2024-12-06,108,Xbox,Jackbox Party Pack 7,1,22:53,12:18,-635
2024-12-07,255,Switch,Switch game,3,13:54,15:36,102
2024-12-07,256,Switch,Switch game,4,16:24,18:03,99
2024-12-07,102,Xbox,Minecraft,3,17:50,20:28,158
2024-12-07,247,Switch,Switch game,2,18:15,19:42,87
2024-12-07,257,Switch,Switch game,4,20:07,20:48,41
2024-12-07,69,Xbox,Call of Duty: Black Ops 3,4,21:14,22:20,66
2024-12-07,11,Switch,Switch game,2,21:26,00:15,-1271
2024-12-07,11,PlayStation,Unspecified,2,23:02,00:15,-1367
2024-12-07,258,Xbox,Madden 24,2,14:06,14:46,40
2024-12-08,245,Xbox,FIFA 16,2,19:24,22:01,157
2024-12-08,259,Switch,Switch game,4,19:47,21:24,97
2024-12-09,258,Xbox,Madden 24,2,14:10,15:18,68
2024-12-09,102,Xbox,Minecraft,4,20:11,21:18,67
2024-12-09,260,Switch,Switch game,4,21:05,21:32,27
2024-12-10,261,Xbox,Call of Duty: Black Ops 3,2,11:24,13:55,151
2024-12-10,261,Xbox,NBA 2K24,0,13:55,15:23,88
2024-12-10,261,Xbox,NBA 2K22,2,13:57,15:23,86
2024-12-10,191,PlayStation,Brought their own game,2,14:06,15:31,85
2024-12-10,183,Xbox,Madden 24,2,15:25,16:05,40
2024-12-10,235,Switch,Unspecified,2,16:14,17:32,78
2024-12-10,262,Switch,Unspecified,4,17:32,18:41,69
2024-12-10,81,Xbox,Call of Duty: Black Ops 3,2,17:51,19:09,78
2024-12-10,262,PlayStation,Madden 16,2,18:42,19:09,27
2024-12-11,191,PlayStation,Brought their own game,2,13:43,16:05,142
2024-12-11,261,Xbox,Call of Duty: Black Ops 3,2,17:12,18:10,58
2024-12-11,263,Switch,Switch game,2,18:16,20:10,114
2024-12-11,264,Xbox,Call of Duty: Black Ops 3,2,11:54,15:00,186
2024-12-11,261,Xbox,Call of Duty: Modern Warfare 3,2,22:58,14:04,-534
2024-12-13,265,PlayStation,Destiny,1,13:27,14:47,80
2024-12-13,245,Xbox,Madden 24,2,15:00,16:05,65
2024-12-13,191,PlayStation,Brought their own game,1,15:04,16:27,83
2024-12-13,213,Switch,Switch game,2,15:27,16:30,63
2024-12-13,266,Xbox,Madden 24,2,16:31,18:22,111
2024-12-13,267,Switch,Switch game,2,17:26,17:59,33
2024-12-13,107,PlayStation,FIFA 23,4,17:47,18:41,54
2024-12-13,261,Xbox,NBA 2K22,2,19:58,21:57,119
2024-12-13,268,Switch,Switch game,8,21:44,10 :18 pm,0
2024-12-14,264,Xbox,Madden 24,1,16:21,17:00,39
2024-12-14,51,Xbox,Call of Duty: Black Ops 3,2,17:46,18:12,26
2024-12-14,264,Xbox,Halo 5,2,19:00,22:00,180
2024-12-14,269,Switch,Switch game,2,19:03,20:14,71
2024-12-14,181,Xbox,Madden 24,3,14:57,16:05,68
2024-12-14,270,Switch,Switch game,2,15:09,15:36,27
2024-12-14,271,PlayStation,FIFA 23,2,15:23,15:55,32
2024-12-14,76,Switch,Switch game,2,15:54,17:02,68
